# A nu0 w tau a0 a1 a2 a3 a4 logL logPrior
1.500794369720454391e+01 8.907989499647347031e+01 3.866385678814265248e+01 3.593034441863230199e+01 -9.724062811660773150e+03 -5.794109215248917280e+03 -1.865178502838483155e+03 1.702941110095667341e+02 1.107407593462634395e+04 -1.209262740547157860e+10 -4.534120504098585513e+01
1.647582804996863715e+01 7.012725942019001479e+01 2.760003511001142584e+01 3.425495110626908257e+00 -1.031465010867296223e+04 -5.827001373165332552e+03 -1.713842835952475070e+03 1.414812862559281825e+02 1.177799868959814012e+04 -7.225471667380301476e+09 -4.534120504098585513e+01
1.333786963390930280e+00 6.642046709915490510e+01 1.070293840005026276e+01 1.809643155647505353e+01 -9.035173676142210752e+03 -5.468374157807576012e+03 -1.842407492269835757e+03 1.592750508152831515e+02 1.137311167579429275e+04 -2.498295051754335632e+11 -4.534120504098585513e+01
1.239125775727069545e+01 8.708950981313709860e+01 1.724341106094792053e+01 9.358759629783334333e+01 -9.617407445516299049e+03 -5.510193880937916219e+03 -1.933258139940575575e+03 1.581514823491586128e+02 1.126010812344834449e+04 -1.439835712526852131e+09 -4.534120504098585513e+01
7.589086073013441514e+00 7.153916280371409187e+01 9.319139918688033930e+00 9.164474454035986639e+01 -9.493563258853722800e+03 -5.523816428135834030e+03 -1.804645979017824402e+03 1.497725368493024405e+02 1.113329696683237853e+04 -2.071115708855325460e+09 -4.534120504098585513e+01
1.525471206109657141e+00 6.725135547626845778e+01 2.481639172553306238e+00 1.740200436140601070e+01 -9.880650959287964724e+03 -5.401725024654396293e+03 -1.793208595570583157e+03 1.743142885350509914e+02 1.129247320448268329e+04 -1.230372778953549194e+10 -4.534120504098585513e+01
8.837091362887495194e+00 7.311211902554538256e+01 3.523595792453558317e+01 1.247024878326595321e+01 -9.217604518664085845e+03 -5.830691022236684148e+03 -1.930791094123727589e+03 1.356495740559276726e+02 1.194228087643234358e+04 -5.518088326361743164e+11 -4.534120504098585513e+01
8.276850349315054700e+00 6.512330522689180157e+01 1.335026396737573329e+01 2.025698860998998896e+01 -9.186837314448184770e+03 -5.479691446207514673e+03 -1.876551393261247313e+03 1.605551797584165286e+02 1.117581989488245927e+04 -7.696027780941291809e+10 -4.534120504098585513e+01
4.935964519043380072e+00 8.736586114856201846e+01 3.869965210143440260e+01 9.302458790856822191e+01 -1.016366609659167443e+04 -5.846192653461250302e+03 -1.753217295346337323e+03 1.200855983330433077e+02 1.196289946863644764e+04 -1.265124346633310890e+10 -4.534120504098585513e+01
5.451694047051466541e+00 6.546300088722971111e+01 1.310028922038112142e+01 4.612900289805752152e+01 -9.167654950291049317e+03 -5.712221634106999772e+03 -1.768503821146571227e+03 1.754594512091573222e+02 1.158261557336168698e+04 -3.524969005790045776e+11 -4.534120504098585513e+01
1.727504422316608057e+01 8.776270229587845506e+01 1.491048480948336241e+01 2.022936960844171495e+01 -1.011095580025871641e+04 -5.668148044438176839e+03 -1.821754261016077407e+03 1.478716915573563995e+02 1.133016592204704102e+04 -5.665523178048168182e+10 -4.534120504098585513e+01
1.018298800229870338e+01 6.692500818622595204e+01 1.051075865036541934e+01 4.728802434271472777e+01 -1.026986122851151777e+04 -5.536789079012055481e+03 -1.797681299424892131e+03 1.804901684055601550e+02 1.111620414245406209e+04 -2.093388668397023010e+11 -4.534120504098585513e+01
4.991761855891485133e+00 6.171468721841910821e+01 3.109218142937982066e+01 7.815669618989271328e+01 -9.255558811759212404e+03 -5.800816125120321885e+03 -1.823910996862015509e+03 1.774830119215393154e+02 1.137265103858643306e+04 -1.755595764057134705e+11 -4.534120504098585513e+01
6.890688522479616829e+00 8.494714702851985066e+01 3.682931257613523002e+01 7.991697836436613045e+01 -1.088555021552799008e+04 -5.605478030097826377e+03 -1.773675271395707568e+03 1.211975286745827844e+02 1.113862467398079207e+04 -8.327479425380462646e+11 -4.534120504098585513e+01
1.921982180237543503e+01 8.798706503912499954e+01 6.365469178860497124e+00 9.551899132918105551e+00 -9.653309189684481680e+03 -5.530922162304385893e+03 -1.919578329671759548e+03 1.280106560663080870e+02 1.201022902330833494e+04 -1.970695315985784912e+11 -4.534120504098585513e+01
1.609193218331450836e+01 8.029266226313337995e+01 1.847996275342165973e+01 1.916945638632388338e+01 -1.095800433996083302e+04 -5.896633610515205874e+03 -1.793961736320626187e+03 1.788727303035093144e+02 1.131628657646131978e+04 -5.671257513908778076e+11 -4.534120504098585513e+01
6.527210709162122981e+00 7.871543107576876253e+01 1.177100277417218166e+01 4.931258776855570147e+01 -1.010806712439550029e+04 -5.752630850043360624e+03 -1.804944269598863002e+03 1.751144423843580284e+02 1.181936989082887339e+04 -1.152288997904493904e+10 -4.534120504098585513e+01
7.558560811878042074e+00 7.563873937380871837e+01 7.277802219498500591e+00 1.523064095840036281e+01 -1.006395239411018338e+04 -5.467196773359216422e+03 -1.931318449522820856e+03 1.411219184391727595e+02 1.167072149858515513e+04 -2.165344538551328182e+09 -4.534120504098585513e+01
1.327753596189828400e+01 8.365141113866604883e+01 2.791138460744392802e+01 1.200422172164589441e+01 -1.086701404548163009e+04 -5.631547198334962559e+03 -1.817778672588057361e+03 1.781660514034711866e+02 1.125005789639653813e+04 -5.931065559205450439e+11 -4.534120504098585513e+01
4.168226961058089763e+00 7.928033266633288179e+01 4.125474123375139079e+00 4.982692866075972660e+01 -9.349347143721932298e+03 -5.619549861972761391e+03 -1.865092944210140558e+03 1.226207092432461820e+02 1.100140865429249607e+04 -2.247995422936894417e+09 -4.534120504098585513e+01
1.280646049584667168e+01 7.874558372034616127e+01 3.431425413907359889e+00 5.308225882175454302e+01 -9.258971674026070104e+03 -5.641941939618228389e+03 -1.745461948208137301e+03 1.313377793634782904e+02 1.203713009517401406e+04 -5.675248734558843994e+11 -4.534120504098585513e+01
5.955503315483615112e-02 7.509516666407959917e+01 3.193724209070936126e+01 9.047149297390967604e+01 -1.099258389363313108e+04 -5.470798906428264672e+03 -1.705811061791997872e+03 1.663046787897287970e+02 1.170597745578001559e+04 -3.649488515446495972e+11 -4.534120504098585513e+01
8.471482475132457779e+00 8.363413573907128296e+01 1.885255750227465299e+01 4.212985074040390288e+01 -9.643091099719946214e+03 -5.796972719752495323e+03 -1.835626130416058459e+03 1.415138928670957910e+02 1.123435177918069894e+04 -2.495316296336221218e+09 -4.534120504098585513e+01
1.262776164074255902e+01 6.389889578544847382e+01 1.535953691037198610e+01 9.708785663347114792e+00 -1.081490812760166591e+04 -5.638104802687877054e+03 -1.939599389856189418e+03 1.590302993385286356e+02 1.108757049924371495e+04 -7.391606498119404297e+11 -4.534120504098585513e+01
4.100496903128878934e+00 6.458521345576485828e+01 3.463196428078065736e+01 3.718116840745189222e+01 -1.064976134277932761e+04 -5.684047264747418012e+03 -1.846249927425433043e+03 1.524281376815340536e+02 1.181729745972378623e+04 -8.864353315342070007e+10 -4.534120504098585513e+01
7.758006695395471830e+00 7.614434193927617400e+01 1.438910922798340053e+01 9.652076641955734004e+00 -1.076522235607364928e+04 -5.520455521227258942e+03 -1.858021171078904899e+03 1.590521079734743921e+02 1.174366730668825767e+04 -1.908341288748951721e+11 -4.534120504098585513e+01
1.472716281777589842e+00 8.331976833050943299e+01 2.379997967143412652e+01 2.753845343286997505e+01 -1.048599924229195858e+04 -5.631280045055807932e+03 -1.812722211380647423e+03 1.779579207331535144e+02 1.116713491545931356e+04 -3.156753593227243042e+11 -4.534120504098585513e+01
1.278409492949614723e+01 8.885341163499552408e+01 6.305832806847495142e+00 3.960922272964424451e+00 -9.870579422790169701e+03 -5.442896790009971483e+03 -1.843600778183769080e+03 1.793605107595165578e+02 1.156602800685864713e+04 -5.172201812329662323e+09 -4.534120504098585513e+01
1.387637126155030387e+01 8.551608745802796818e+01 7.550523827239950414e+00 6.632053891987010275e+01 -9.050954438931121331e+03 -5.779086427554611873e+03 -1.824503052061683093e+03 1.478922270602751325e+02 1.163439131566716242e+04 -4.637532044588748169e+11 -4.534120504098585513e+01
1.922275044915918496e+00 6.202563135963123386e+01 3.225002455157854797e+01 2.443413641448941220e+01 -9.580689591510616083e+03 -5.562789301216992499e+03 -1.784930020322724658e+03 1.256210158556028063e+02 1.103876281857813046e+04 -8.999226546791627884e+09 -4.534120504098585513e+01
1.308368707391832153e+01 7.823247298651928361e+01 3.012462485716682892e+01 4.310754074856561857e+01 -9.262905147540381222e+03 -5.632925864257931607e+03 -1.749872851050582085e+03 1.299300098659682021e+02 1.212866835208377051e+04 -6.418071169910388184e+11 -4.534120504098585513e+01
1.366152553664674407e+01 7.151517328324179346e+01 3.880208673657465823e+01 4.129062968341151674e+01 -9.042764055212917810e+03 -5.762824941052687791e+03 -1.824829795678521577e+03 1.301240721158449389e+02 1.219833578060190302e+04 -1.009670303416681763e+12 -4.534120504098585513e+01
8.107552329176341388e+00 8.509551786371190474e+01 1.702648760094934843e+01 9.745730330739118541e-01 -1.042444150399942009e+04 -5.712643162834949180e+03 -1.838509965256194619e+03 1.661888398661525628e+02 1.105886954517965387e+04 -3.482963100181894531e+11 -4.534120504098585513e+01
1.681641943384855864e+01 7.199592948986374097e+01 3.637023547219308028e+01 7.349643307173900553e+01 -1.033864111068884813e+04 -5.551340541770904565e+03 -1.913658209307526704e+03 1.236907068792242512e+02 1.101591449262513379e+04 -4.021612740429744263e+11 -4.534120504098585513e+01
3.802338746384950063e+00 6.539448207222073961e+01 5.049765069231105130e+00 6.763933109342914918e+01 -9.028598682733425449e+03 -5.741480258919593325e+03 -1.806154931923304503e+03 1.328984137954863627e+02 1.205748846372700609e+04 -8.722115799205401611e+11 -4.534120504098585513e+01
1.490771156948105158e+01 8.018187807989995974e+01 1.519134630350073856e+01 6.996531201792777210e+01 -1.015102657090705179e+04 -5.455488328105381697e+03 -1.831006726290722781e+03 1.763277774054123483e+02 1.126460811274276057e+04 -9.247884813847799683e+10 -4.534120504098585513e+01
7.063945071795991737e+00 7.678954777028428680e+01 2.261966534939573847e+01 6.576165281117221184e+01 -1.087742814489134071e+04 -5.887346208056874275e+03 -1.906823692087601330e+03 1.576289212352191385e+02 1.219513973864408581e+04 -3.575658919377873993e+10 -4.534120504098585513e+01
1.621934496014910465e+01 7.059865439536750387e+01 1.894584159207796148e+01 2.760251188746731543e+01 -1.000637759146287135e+04 -5.403128555183762728e+03 -1.919280613260221116e+03 1.426201512531230549e+02 1.146269009174215353e+04 -1.865162195309328842e+10 -4.534120504098585513e+01
9.106357651389798136e+00 6.248679522229286931e+01 1.782840448737900374e+01 2.648405704456597221e+01 -9.713962519240776601e+03 -5.507544605060784306e+03 -1.858168255772373186e+03 1.425610267645507747e+02 1.219600947791364524e+04 -2.817389645764517822e+11 -4.534120504098585513e+01
8.257457341531100781e+00 6.488132258125634166e+01 3.516227217399120697e+00 2.544492317255131919e+00 -9.702320744297732745e+03 -5.656705133614736951e+03 -1.740297658843497857e+03 1.746901798066436697e+02 1.183024580625042836e+04 -1.418184352564367676e+11 -4.534120504098585513e+01
1.137417025683596172e+01 8.773861303100977693e+01 2.609505018985560909e+01 9.724664029574248048e+01 -9.161485893743423730e+03 -5.524929974500423668e+03 -1.730723387311814577e+03 1.743624817288124689e+02 1.110344079400847841e+04 -7.839076801530467224e+10 -4.534120504098585513e+01
9.508311365203669041e+00 6.533160567459853496e+01 3.300595733446753854e+01 2.646682067888796652e+01 -9.976721918853523675e+03 -5.516659798435353878e+03 -1.774056957784090400e+03 1.208992462071656746e+02 1.110326666628211751e+04 -1.123500055392409058e+11 -4.534120504098585513e+01
2.122066348744697351e+00 6.205187521132085493e+01 2.992731391733914847e+01 6.873691414956553558e+01 -9.622136766888279453e+03 -5.784440115898567456e+03 -1.763647658154074634e+03 1.641051432782934967e+02 1.168398771144443708e+04 -1.205124663251558990e+11 -4.534120504098585513e+01
4.862707579529632618e+00 7.319182635028485606e+01 9.236999861561944414e+00 1.956654258720685746e+01 -9.476750367429804101e+03 -5.639347496175247215e+03 -1.799727075726243811e+03 1.720126070351161616e+02 1.137100095370954659e+04 -5.823338875089104462e+10 -4.534120504098585513e+01
4.189326125976108095e+00 6.382256643301851540e+01 2.984979696376612424e+01 6.869079311732783744e+00 -9.084553331285431341e+03 -5.817623971926671402e+03 -1.916720277537624497e+03 1.344911317841715572e+02 1.114230937266519504e+04 -1.195404902444654999e+11 -4.534120504098585513e+01
1.607131843073711153e+01 8.576725890519819018e+01 1.778365435269171968e+01 3.267896852315350742e+01 -1.042865787961841488e+04 -5.878310944614733671e+03 -1.788598783573304900e+03 1.665188138010115892e+02 1.145552839223506635e+04 -1.069094345778397522e+11 -4.534120504098585513e+01
1.367533839906380599e+01 8.044302760744811565e+01 1.446619852617630375e+00 6.918950305400147727e+01 -9.132498166329709420e+03 -5.582725156824594706e+03 -1.836110612283903720e+03 1.633263457137876458e+02 1.202212314155003696e+04 -7.249587855026655273e+11 -4.534120504098585513e+01
1.698710892308190523e+01 6.343556187957656789e+01 3.670749392669365818e+01 8.262631288337264834e+01 -1.070875313973901029e+04 -5.544509937575961885e+03 -1.895367523868362696e+03 1.385361391637954398e+02 1.146248069959836539e+04 -3.551870887761671143e+11 -4.534120504098585513e+01
1.119721291688024323e+01 6.263046801325251067e+01 3.631940983825998615e+01 3.884506999587641474e+01 -9.490045714468076767e+03 -5.413788774027510044e+03 -1.845604392825519653e+03 1.864545360062438704e+02 1.192901569319197552e+04 -3.030695632479618530e+11 -4.534120504098585513e+01
1.044084520973112973e+01 8.064662412360770816e+01 1.853212350321880919e+01 8.013525705468525473e+01 -9.188961377098796220e+03 -5.674048658891492778e+03 -1.731339525777740391e+03 1.888982241527317001e+02 1.131968057210001643e+04 -1.854897104342983398e+11 -4.534120504098585513e+01
3.803728011111710217e+00 6.447779020748714629e+01 3.265257727276872401e+01 2.552714147122983590e+01 -9.021581484263753737e+03 -5.477278063460350495e+03 -1.902047112873075775e+03 1.620344243620861278e+02 1.138536791477171209e+04 -2.668984004280737610e+11 -4.534120504098585513e+01
5.397900553829605208e+00 8.346053479525374996e+01 1.010135984926822061e+01 5.605761765366676030e+01 -9.016957745525010978e+03 -5.862352869497946813e+03 -1.730384392305462825e+03 1.850391351916674125e+02 1.117271922657288087e+04 -2.335980137193869324e+11 -4.534120504098585513e+01
3.511705945850234656e+00 7.876966372024749319e+01 3.341588692915981795e+01 5.331721216818832687e+01 -1.079473623885829147e+04 -5.765186467935287510e+03 -1.820819607962163673e+03 1.310400558415908279e+02 1.110122158382582711e+04 -7.110509174312158203e+11 -4.534120504098585513e+01
1.601141449195462130e+01 6.804437721922494120e+01 1.738078594126390186e+01 6.438686069395288314e+01 -1.084627092374612585e+04 -5.571431816428057573e+03 -1.876916669327551290e+03 1.370989274872281953e+02 1.102118466325611189e+04 -9.058379763151568604e+11 -4.534120504098585513e+01
3.414196539272426723e+00 8.545671450123069235e+01 2.502391063164223439e+01 3.548699382866397656e+01 -9.071803882251155301e+03 -5.530779100895992997e+03 -1.944046206222945102e+03 1.272265053906101997e+02 1.119464679088148114e+04 -1.122447715626723175e+11 -4.534120504098585513e+01
3.623651246488973410e+00 7.814972691536536331e+01 2.358815346144383440e+01 1.846816847501415637e+01 -9.271167614831687388e+03 -5.549128892879945852e+03 -1.859298145704486842e+03 1.656861517139514035e+02 1.119221054809181442e+04 -6.142964249152445984e+10 -4.534120504098585513e+01
5.542890531106667851e+00 7.571010038851801482e+01 3.069081185087685881e+01 5.280672503900855475e+01 -1.011392956010158014e+04 -5.869507822818726709e+03 -1.838765509467836409e+03 1.718538424760043881e+02 1.138213629592577126e+04 -2.591121797923847580e+10 -4.534120504098585513e+01
7.975424054019386588e+00 6.463728079983637542e+01 2.772756932277961184e+01 6.260080684353712144e+01 -9.203853571289724641e+03 -5.629871952749264892e+03 -1.804672461306987088e+03 1.395580094884865900e+02 1.123977068178894842e+04 -9.372194423525164795e+10 -4.534120504098585513e+01
7.124165633742882697e+00 6.753640054084424094e+01 2.341014642221744779e+01 3.403880432604726725e+00 -1.028690701282266491e+04 -5.401878111993479251e+03 -1.884199956940151878e+03 1.816658345733671638e+02 1.116079993943254158e+04 -2.151018870671939392e+11 -4.534120504098585513e+01
1.442237769839198158e+01 8.820161709299404151e+01 8.923812985558804201e+00 9.232548149863127662e+01 -9.787388020485977904e+03 -5.575073067366420219e+03 -1.831555472830385042e+03 1.457785467146873373e+02 1.118410640753788903e+04 -1.540157320372103119e+10 -4.534120504098585513e+01
8.566208487421841156e+00 8.486790636342087168e+01 2.594439984249354847e+00 9.632634377819260862e+01 -1.036451520796728983e+04 -5.469956585941808044e+03 -1.914828236759823994e+03 1.670943808363475966e+02 1.146028949507808647e+04 -1.152955548572924500e+11 -4.534120504098585513e+01
9.619903553196267332e-01 6.739164710560443439e+01 3.909636763061278941e+01 8.500297609670836607e+01 -1.022832598391269494e+04 -5.582204057900552471e+03 -1.885309701293196213e+03 1.519918456058376819e+02 1.123406294630683078e+04 -1.482723233921939087e+11 -4.534120504098585513e+01
1.908297711452677703e+01 7.542074098229723234e+01 1.321684370204098791e+01 5.313184702136856430e+01 -9.506479109610636442e+03 -5.890501870657139079e+03 -1.761631533120903669e+03 1.383979724390131878e+02 1.217763897047097817e+04 -5.070296793091721191e+11 -4.534120504098585513e+01
1.933752006109573074e+01 6.866069862175785943e+01 2.458345777884289518e+01 9.423146532033246103e+01 -9.842928771747379869e+03 -5.714944459770592402e+03 -1.801753182756756814e+03 1.662183883334682548e+02 1.147319058948714701e+04 -3.757840097347860813e+09 -4.534120504098585513e+01
1.039363190298170103e+01 6.360501907666851906e+01 1.716683530055164297e+01 7.303733989773400381e+00 -1.076450710807218093e+04 -5.819695419647016024e+03 -1.771571847632688105e+03 1.640609369682165948e+02 1.177213217095495747e+04 -1.356968136649743195e+11 -4.534120504098585513e+01
1.711382172980887617e+01 7.485009623300385329e+01 3.297645083806830968e+01 6.255016312205144402e+01 -9.641069167227995422e+03 -5.757899074994854345e+03 -1.831074917815399203e+03 1.314845647983639765e+02 1.172554621530079748e+04 -9.796085651108628845e+10 -4.534120504098585513e+01
4.820142255805049736e+00 8.172819724439119682e+01 2.063266574798766229e+01 7.423533720030870597e+01 -1.020122301333629912e+04 -5.797596773709105037e+03 -1.742404444877103742e+03 1.323100137247015766e+02 1.137251557989418507e+04 -7.166649377763580322e+10 -4.534120504098585513e+01
1.566409755146097638e+01 7.773232413865720503e+01 2.805317706610706097e+01 7.760572791834199791e+01 -1.047065191488547862e+04 -5.717699332223586680e+03 -1.725961439891418649e+03 1.896790614963923360e+02 1.113923830525767335e+04 -2.959330425298844604e+11 -4.534120504098585513e+01
1.078289113580508030e+01 7.574430328387963129e+01 5.353683140116558548e+00 9.664465892837300487e+01 -1.037539166121616654e+04 -5.413986258382271444e+03 -1.868359389091328239e+03 1.710211876822625072e+02 1.144669789973484149e+04 -1.273928526925778961e+11 -4.534120504098585513e+01
8.788841881683716606e-01 6.066337315781171924e+01 7.834223498958502674e+00 8.253776961684935998e+01 -1.022141505614174639e+04 -5.610141501965224961e+03 -1.830745474479349923e+03 1.558128608898188361e+02 1.156240671653578283e+04 -2.845835738295428467e+10 -4.534120504098585513e+01
1.041811800642053321e+01 8.466734188623811974e+01 9.711446156439084376e+00 7.502571495941360524e+00 -9.994056244145387609e+03 -5.863632066962691169e+03 -1.869330160482523979e+03 1.350796419289773667e+02 1.212551170102167634e+04 -1.153533701512769928e+11 -4.534120504098585513e+01
1.186764957719198677e+01 8.800205198608136925e+01 1.651775759719089365e+01 3.118175544956291390e+01 -1.046819160709810967e+04 -5.482252535572608394e+03 -1.762233917717295071e+03 1.424841887657111386e+02 1.161344704074997753e+04 -1.119394914513541107e+11 -4.534120504098585513e+01
3.698397526160412951e+00 8.375179840739170345e+01 8.664929244936274699e+00 9.814336677554024391e+01 -9.914171637200446639e+03 -5.559436978143924534e+03 -1.866219113398918125e+03 1.490885428598043916e+02 1.128038154617907458e+04 -2.247501778096117401e+10 -4.534120504098585513e+01
3.009675573758796574e+00 8.028176717599626500e+01 3.880128940756112854e+01 8.188333035795101011e+01 -1.073826725870561677e+04 -5.823280603995228375e+03 -1.724443198367629975e+03 1.207784258225743770e+02 1.157152429751119234e+04 -2.659031717143856506e+11 -4.534120504098585513e+01
1.278493960733909418e+01 6.126558609648943587e+01 3.976399890302283779e+01 4.124992695016728561e+01 -1.045954901122659248e+04 -5.627252493120313375e+03 -1.793186836207560873e+03 1.729168802525670401e+02 1.204370634644792699e+04 -5.498125939088274240e+08 -4.534120504098585513e+01
1.605603028583728431e+01 8.417911845875993038e+01 2.132932187085098974e+01 5.062163538702083798e+01 -1.019538987199919029e+04 -5.812067055180241368e+03 -1.837589093618742936e+03 1.229023926270770062e+02 1.144846672334945106e+04 -5.346209382727391052e+10 -4.534120504098585513e+01
9.540615876582176469e+00 7.615048300479452337e+01 1.485629503275051277e+01 7.188797044058235031e+01 -9.566948589573343270e+03 -5.816580106169183637e+03 -1.895661562865065434e+03 1.752430610322751647e+02 1.175244881079777588e+04 -1.899833539462590027e+11 -4.534120504098585513e+01
1.430325768735291270e+01 7.756224040404745779e+01 3.638310893521271794e+00 1.655414415918824744e+01 -9.198611201569716286e+03 -5.843791183346883372e+03 -1.850171291670756091e+03 1.392003804014592561e+02 1.206397975143869371e+04 -7.088955579775645752e+11 -4.534120504098585513e+01
2.143351304702285631e+00 8.193207362634176150e+01 5.288627287321412851e+00 9.909878029105067299e+01 -9.960572171935786173e+03 -5.496003293943452263e+03 -1.773980266756753281e+03 1.306560986133877691e+02 1.155092578254450746e+04 -1.876420521749556541e+09 -4.534120504098585513e+01
7.558815225791300385e+00 8.080566187997810346e+01 1.296127062639498462e+01 4.355917776531101460e+00 -9.370977989317620086e+03 -5.664385967931515552e+03 -1.806246297143646416e+03 1.754174156772428148e+02 1.211538952453051388e+04 -5.971535002611533203e+11 -4.534120504098585513e+01
4.014643942323535164e+00 8.107925495051303244e+01 1.637408191859269380e+01 6.310480794443712682e+01 -1.072951518014837166e+04 -5.534411793205282265e+03 -1.721833148955764045e+03 1.339703856021206434e+02 1.136954973572729796e+04 -4.339771692427111816e+11 -4.534120504098585513e+01
1.852989115079072135e+01 7.554395686770260454e+01 2.024655351415335502e+01 8.105533939627490270e+01 -1.086676397271580572e+04 -5.701177029518285963e+03 -1.784047177811982692e+03 1.224301586971063784e+02 1.137272176000232139e+04 -5.535946386117854004e+11 -4.534120504098585513e+01
1.121313919548131466e+01 8.729223032751554001e+01 1.268259239708095087e+01 5.151454185651920170e+01 -9.148624553346313405e+03 -5.493524518757037185e+03 -1.913582069387582123e+03 1.513727123655434639e+02 1.219156226611618877e+04 -8.369431349412239990e+11 -4.534120504098585513e+01
2.224239223221527340e+00 8.714541251638833330e+01 7.894942061843335246e+00 8.875859985378072281e+01 -1.052014290390758288e+04 -5.885308505012118985e+03 -1.894451121994324922e+03 1.432306501790944537e+02 1.114050167405112006e+04 -3.694516231876669922e+11 -4.534120504098585513e+01
8.425615342930775853e+00 6.984232769347200076e+01 3.587553880209959800e+01 2.356473730898854058e+01 -9.918771469420238645e+03 -5.615520189224755086e+03 -1.911803594131911041e+03 1.772777372599031196e+02 1.137296496237880274e+04 -4.285343014401987076e+09 -4.534120504098585513e+01
