# A phi l a0 a1 a2 a3 a4 a5 logL logPrior
7.898225652050769874e-01 5.427538426935537785e+00 1.293649940202495863e+01 2.672223049079732391e+03 -4.235297003378692352e+03 8.792198907457508540e+03 -8.520921627301906483e+03 4.315066310277293269e+03 -8.425099510083761061e+02 -1.181719560614376984e+11 -3.959344711998390665e+01
9.958947817446589523e-01 5.102306901922056603e+00 1.332748432459186994e+01 2.537284479313312659e+03 -4.498129516205195614e+03 8.192769417701303610e+03 -9.213224359726307739e+03 4.529343866466610052e+03 -8.683596038220380251e+02 -7.745410866858983154e+11 -3.959344711998390665e+01
1.499861956533199980e-01 4.792036585209782373e+00 1.224262582830152368e+01 2.611067379852977410e+03 -3.982476902712257470e+03 9.059398254047962837e+03 -9.330141144351793628e+03 4.686205113904479731e+03 -9.693512239976199680e+02 -8.202630333233032227e+10 -3.959344711998390665e+01
8.039963351505569067e-01 4.956883566217252124e+00 1.170722732610667904e+01 2.554452475120079725e+03 -3.961198179068263016e+03 9.173044075337305912e+03 -9.302154268168103954e+03 4.536235093699419849e+03 -8.350835394051000549e+02 -1.202405390789290771e+11 -3.959344711998390665e+01
5.813083198518157468e-01 4.845206886711348915e+00 1.140320507799524030e+01 2.662703147439158329e+03 -4.486388931221002167e+03 8.739979673088191703e+03 -8.689972000261681387e+03 4.393395361222846986e+03 -9.460379338948781651e+02 -5.853740600435882568e+09 -3.959344711998390665e+01
8.617656526791616090e-01 7.547795277039631046e+00 1.143345133011664672e+01 2.685548838165071174e+03 -3.918953344337302497e+03 8.792984218402551051e+03 -9.264013916770383730e+03 4.710389523891014505e+03 -9.073508058112707886e+02 -9.996876052803823853e+10 -3.959344711998390665e+01
2.274374086873708345e-01 6.644477229927975515e+00 1.283537629055451568e+01 2.697194400273912379e+03 -3.914737911198299116e+03 8.641192036252254184e+03 -8.957682910781295504e+03 4.652716163499338109e+03 -8.476974618171606153e+02 -1.955890283188752441e+11 -3.959344711998390665e+01
4.190360179661355433e-01 6.683776149837564517e+00 1.152800751089244358e+01 2.535908449655305503e+03 -4.006054892307523005e+03 8.678035608030748335e+03 -8.732366915037024228e+03 4.670838649846145927e+03 -8.099471424396886050e+02 -2.199775804839812317e+11 -3.959344711998390665e+01
3.103788796282163642e-01 7.202021750472032302e+00 1.167361345156667873e+01 2.565353089252248083e+03 -4.482331232157429440e+03 8.473570359285662562e+03 -8.947523899062776763e+03 4.701067196599508861e+03 -9.038506962588534179e+02 -1.058525941473623657e+11 -3.959344711998390665e+01
7.792857848085992245e-01 7.497071966843275703e+00 1.248015766397523585e+01 2.604419918771756784e+03 -3.919555240676610538e+03 8.391957310691104794e+03 -8.963391346146256183e+03 4.505838418848352376e+03 -8.400811825555597352e+02 -2.085016768570800543e+09 -3.959344711998390665e+01
6.328412801593716885e-01 6.386761813394151943e+00 1.328912439346835050e+01 2.696552483558828499e+03 -4.387469459822429599e+03 8.281751399541799401e+03 -8.756736399072144195e+03 4.598618994026839573e+03 -8.454894360036489616e+02 -2.442616321600168228e+10 -3.959344711998390665e+01
5.164936286686949707e-01 6.071321264207585777e+00 1.378876732113449499e+01 2.509685574191920750e+03 -3.942182258189052845e+03 8.448606795708887148e+03 -8.869338641087704673e+03 4.531852659330958886e+03 -8.744004852697546539e+02 -1.884611934753762722e+09 -3.959344711998390665e+01
8.080801857207013938e-01 6.068850676530034960e+00 1.340081354236565225e+01 2.509592571290695560e+03 -4.493030667005594296e+03 8.731801390209595411e+03 -9.128402922510271310e+03 4.422426247969275209e+03 -8.178562060026190466e+02 -2.041083325014892273e+11 -3.959344711998390665e+01
7.389815046183493275e-01 5.934550194227719899e+00 1.204349085529623586e+01 2.523093939231095646e+03 -4.030681119360434877e+03 9.121439065068516356e+03 -8.588024408587622020e+03 4.359111226919619185e+03 -9.759269646119016670e+02 -2.662409982729104614e+11 -3.959344711998390665e+01
6.251383782673034517e-01 7.351165539190216869e+00 1.152116974270724548e+01 2.585188686576563214e+03 -4.312152025367380702e+03 8.662735401721569360e+03 -9.100081233860808425e+03 4.509043447752462271e+03 -8.107419354793904631e+02 -3.421494275108652496e+10 -3.959344711998390665e+01
4.933001393722727390e-02 6.380258679043967263e+00 1.373012579411025058e+01 2.555065086057116787e+03 -4.370957524545741762e+03 9.073996086163469954e+03 -9.313298000089303969e+03 4.792729294640527769e+03 -9.955097052322934132e+02 -1.660104565349231482e+09 -3.959344711998390665e+01
3.624023330983022761e-02 6.039171161471558413e+00 1.327779218111713178e+01 2.680171493963620378e+03 -4.095267157773993858e+03 9.117084062644657024e+03 -8.689215960566416470e+03 4.805731796907149146e+03 -9.216824772174089730e+02 -8.440123177209871826e+11 -3.959344711998390665e+01
4.256831352030437943e-01 6.329063978246597166e+00 1.188535112117845216e+01 2.539178649835555007e+03 -4.192030426841573899e+03 8.499764146117528071e+03 -9.025208649921994947e+03 4.569852952618584823e+03 -9.929851519028281928e+02 -8.570850364775769043e+10 -3.959344711998390665e+01
4.701347376625942820e-01 7.642810821474244953e+00 1.284809517164364756e+01 2.657726175443870034e+03 -4.007158676781062695e+03 8.422938225492853235e+03 -8.565489279756851829e+03 4.641091206274698379e+03 -9.577254782246534432e+02 -1.268742045780071106e+11 -3.959344711998390665e+01
1.152734217570181713e-01 7.004480303613028980e+00 1.243133928279904232e+01 2.539111518668489225e+03 -4.245488701091030634e+03 8.170902421250108091e+03 -9.201940771185893027e+03 4.606968225729824553e+03 -8.702754759751037454e+02 -3.736918662408157349e+11 -3.959344711998390665e+01
5.764500867070905255e-01 6.966537413614203089e+00 1.318419451593421421e+01 2.633455522388997906e+03 -4.169148632394568267e+03 8.288903940039692316e+03 -8.723219180190933912e+03 4.359071316928837405e+03 -9.223895920412838905e+02 -5.159100304915118408e+10 -3.959344711998390665e+01
8.697913308729928739e-01 5.764214545875148588e+00 1.296157829005387185e+01 2.672018990420488990e+03 -4.106077824770123698e+03 8.384977967738474035e+03 -9.009750353595751221e+03 4.217299347643654983e+03 -8.566494140714985406e+02 -1.246973448657921143e+11 -3.959344711998390665e+01
7.657647434939169884e-01 5.015990574253210710e+00 1.111679055974405372e+01 2.500899258830630060e+03 -4.262206833944558639e+03 8.932667644618355553e+03 -9.391163649790492855e+03 4.744998966840989851e+03 -9.297757588149852381e+02 -2.095402857347616577e+10 -3.959344711998390665e+01
3.135284037866700735e-01 7.279911150971514644e+00 1.146899462446835294e+01 2.563685817357288215e+03 -3.914719462216944976e+03 8.192511089830948549e+03 -8.997879081140323251e+03 4.697588561884764204e+03 -8.950070121794118450e+02 -6.488689572948755264e+09 -3.959344711998390665e+01
3.384533333802215438e-01 5.729781922707625874e+00 1.157119029242019437e+01 2.602215335884158321e+03 -4.222120366109258612e+03 8.908887901763901027e+03 -9.311282428311149488e+03 4.865654401393764601e+03 -8.178217671392679904e+02 -5.481266879463565063e+10 -3.959344711998390665e+01
8.871086464567728980e-01 5.029139194058975804e+00 1.398637518015275205e+01 2.546085463833108861e+03 -4.385401738191672848e+03 8.910761166270711328e+03 -8.927208378864963379e+03 4.307511514616370732e+03 -9.793002885249710516e+02 -5.939923750315209961e+10 -3.959344711998390665e+01
4.385667896774105290e-01 4.849786330544403334e+00 1.246810077312709808e+01 2.524781938473077844e+03 -4.370387315812820816e+03 9.092626837139592681e+03 -9.332264204613544280e+03 4.775404632310569468e+03 -8.830536173571124436e+02 -7.432912157896965981e+09 -3.959344711998390665e+01
7.189958835123558267e-02 7.811153925763579586e+00 1.340638855427775944e+01 2.696372972634736470e+03 -3.992815203850267153e+03 9.020332151838600112e+03 -8.917184782404379803e+03 4.620741624346069329e+03 -9.222421555064249787e+02 -3.904508865434703369e+11 -3.959344711998390665e+01
3.374746197074868226e-02 4.788689696474662583e+00 1.364611803648633881e+01 2.622897875647720866e+03 -4.009074861827796667e+03 8.885754344857328761e+03 -8.640067298144438610e+03 4.610990741153957970e+03 -8.641307314621341220e+02 -4.708646112662857666e+11 -3.959344711998390665e+01
3.767104666570984528e-01 6.180044951006681941e+00 1.200893890913268081e+01 2.640121932000421566e+03 -4.156107885898347376e+03 8.942734301001342828e+03 -9.296108766640532849e+03 4.594074368517331095e+03 -8.789031913249958734e+02 -9.511340058817157745e+09 -3.959344711998390665e+01
8.924270979861028685e-01 7.737437221067986037e+00 1.123052287097334911e+01 2.679617801111976860e+03 -4.323947535228003289e+03 8.810807088213336101e+03 -9.190879868111769611e+03 4.236580364477244075e+03 -8.338089936552856898e+02 -8.724413344113441467e+10 -3.959344711998390665e+01
2.915893421711702738e-01 5.051695382991351124e+00 1.189443530993347053e+01 2.564383612678679128e+03 -4.315575204469341770e+03 8.981550494298964622e+03 -9.228040213048601800e+03 4.674153576974860698e+03 -9.855708715726362925e+02 -3.657263591456739426e+09 -3.959344711998390665e+01
9.124218080521337981e-01 5.515975525604467578e+00 1.270871448893316114e+01 2.652649106709047828e+03 -4.174790139267195627e+03 8.633218893630390085e+03 -9.000253713405019880e+03 4.248825574496049740e+03 -9.525854171436940305e+02 -8.314260533607556152e+10 -3.959344711998390665e+01
6.060576050959177730e-01 5.699755472753491148e+00 1.271078912392459337e+01 2.553110674004073189e+03 -3.935438142823262297e+03 8.647799267540996880e+03 -8.697171766703035246e+03 4.630088293791412070e+03 -9.577213063702289446e+02 -1.500523665034725647e+11 -3.959344711998390665e+01
6.375759516974259800e-01 6.706894722093504235e+00 1.325340489556324464e+01 2.545087121578910228e+03 -4.070516045411706727e+03 8.667479768598457667e+03 -9.306154914309419837e+03 4.428928420790060045e+03 -8.776407686388008642e+02 -8.370951284109750366e+10 -3.959344711998390665e+01
1.303887724812254623e-01 6.750533838388382613e+00 1.318653759878037768e+01 2.563727098251161806e+03 -4.335471848774687714e+03 8.128580648477209252e+03 -9.254593688131200906e+03 4.565462593226378885e+03 -9.097014540505440436e+02 -6.429635579744187012e+11 -3.959344711998390665e+01
9.281849463521240073e-01 6.727210753192401249e+00 1.227348198111729083e+01 2.663218379549340170e+03 -4.462750564969171137e+03 8.284918606597262624e+03 -9.140914499902293755e+03 4.876237983923559113e+03 -8.683992120794388256e+02 -1.224614492392110138e+11 -3.959344711998390665e+01
1.669335412769947236e-01 6.002500022788840539e+00 1.250575251924639986e+01 2.628504555824515137e+03 -4.163416719773149453e+03 9.147949978483911764e+03 -9.353167826119162783e+03 4.844027791438574241e+03 -8.287791878935682917e+02 -1.834695408933264465e+11 -3.959344711998390665e+01
1.915180996531767876e-01 6.652265550291010854e+00 1.200157808199713649e+01 2.538187171695165944e+03 -3.983609424659900469e+03 8.700211801396573719e+03 -9.050672394332992553e+03 4.421970611782307969e+03 -9.028782877581072626e+02 -3.228846162305188179e+09 -3.959344711998390665e+01
8.405929260792278646e-01 6.475024950058562823e+00 1.123349077764262383e+01 2.592336194290200638e+03 -4.081502975156638513e+03 9.060320589798920992e+03 -8.813415201447867730e+03 4.739883588788098677e+03 -8.144858624640585276e+02 -5.556670226157615967e+11 -3.959344711998390665e+01
6.174580760298252757e-01 7.452146014016414632e+00 1.241182674549750153e+01 2.500870895966429543e+03 -4.178332665939739854e+03 8.148235634314906747e+03 -8.800988468677449418e+03 4.413086728177548139e+03 -8.218932195242585976e+02 -1.712101098539918823e+11 -3.959344711998390665e+01
9.502165476517177023e-01 6.241268720160262795e+00 1.217816946683686297e+01 2.558688985701345246e+03 -4.282711007043147220e+03 8.452117918218369596e+03 -8.995992193345979103e+03 4.243499969169295582e+03 -8.402707244773456523e+02 -2.475838799919272156e+11 -3.959344711998390665e+01
8.267500596488142062e-01 7.765416312822861933e+00 1.309664795093195977e+01 2.537660646171971621e+03 -4.353637989240209208e+03 8.181212061485366576e+03 -9.243434639886752848e+03 4.337276517733367655e+03 -9.590717670205334571e+02 -1.019360218654575806e+12 -3.959344711998390665e+01
6.050455638510960910e-01 6.951951663427402117e+00 1.172296027855452571e+01 2.541013960092885554e+03 -3.935944480190209561e+03 8.702936162078100097e+03 -9.185104545252213939e+03 4.372941391491045579e+03 -9.165620274335151407e+02 -2.561883728807999420e+10 -3.959344711998390665e+01
9.943542792431626642e-01 4.805683512326132778e+00 1.209529691221173486e+01 2.538200821672106031e+03 -4.395153408475925971e+03 8.889929335828121111e+03 -8.739282946885199635e+03 4.866371747331813822e+03 -8.430980368703086469e+02 -2.153274869674564209e+11 -3.959344711998390665e+01
5.850867580172328664e-01 7.407642677492213501e+00 1.164771842060210538e+01 2.527201831707932797e+03 -4.395737644541712143e+03 9.160589832811907399e+03 -8.577197783078308930e+03 4.798777464328987662e+03 -8.625600380094305137e+02 -5.003642662507188110e+11 -3.959344711998390665e+01
1.011896475524475120e-01 5.558811961695208304e+00 1.233243027656068058e+01 2.576275743238644282e+03 -4.080290176042251915e+03 8.802987666617362265e+03 -8.675352954799931467e+03 4.390091773790932166e+03 -9.401176641446718349e+02 -6.529086651004284668e+10 -3.959344711998390665e+01
8.152936698819110983e-01 5.886296182305743585e+00 1.359443269575840141e+01 2.599623135553621978e+03 -4.456781589109457855e+03 9.175243806230224436e+03 -8.952710380996315507e+03 4.792455869859721133e+03 -9.193950245094888487e+02 -1.455817106888730164e+11 -3.959344711998390665e+01
8.568036722328551402e-01 7.798676737622883159e+00 1.132690291812152417e+01 2.624556196395232291e+03 -3.903379960202032635e+03 8.192895279353717342e+03 -9.094309772725311632e+03 4.444177981550803452e+03 -9.744793136144735399e+02 -1.343598989366823578e+11 -3.959344711998390665e+01
8.127904370837443215e-01 7.228960326537403169e+00 1.219394258552429733e+01 2.582411439197325763e+03 -3.969527719788712602e+03 8.331988572743452096e+03 -9.274834057986185144e+03 4.583482132011562499e+03 -8.413877807643214055e+02 -6.596943406497165680e+10 -3.959344711998390665e+01
1.101658642326689419e-01 4.882300255128788180e+00 1.291662490101518657e+01 2.684342868642936992e+03 -3.983744427740320134e+03 8.522641755005161031e+03 -9.365364166716257387e+03 4.502630845001130183e+03 -9.189369758153436578e+02 -6.300791855134934235e+10 -3.959344711998390665e+01
1.071470557006326194e-02 5.826538647130730553e+00 1.283445701015670437e+01 2.560521097735222156e+03 -4.236492300779724246e+03 8.647448945688895037e+03 -9.365555061970442694e+03 4.808888584572735454e+03 -9.181137383391385356e+02 -4.568272514418253326e+10 -3.959344711998390665e+01
7.910852718147933782e-01 7.056700449994849578e+00 1.351914081807889900e+01 2.639268910441624485e+03 -4.409995067626343371e+03 8.372996914937202746e+03 -9.090958538318403953e+03 4.814934687707676858e+03 -8.179529783127331939e+02 -5.839646113033847046e+10 -3.959344711998390665e+01
6.978557650356271846e-01 5.291169773220074646e+00 1.294832610965234920e+01 2.565810073520666720e+03 -4.216945506538885638e+03 8.946054920892760492e+03 -8.712414294718564634e+03 4.793468039186654096e+03 -8.186158416975489445e+02 -4.133118548050178833e+11 -3.959344711998390665e+01
5.369273272665602281e-01 4.725431040389959314e+00 1.314308803883518806e+01 2.529358401301166396e+03 -4.207745449686113716e+03 9.112410033455731536e+03 -9.399637678247072472e+03 4.335175400797275870e+03 -9.118496452045604883e+02 -6.247017952310807037e+10 -3.959344711998390665e+01
8.809770758243631317e-01 5.283060907661191408e+00 1.287540592969868314e+01 2.507850875512795483e+03 -4.212357511910034191e+03 9.047292040378533784e+03 -8.717646230116255538e+03 4.699813537341871779e+03 -9.038352653369987593e+02 -2.707896847359501953e+11 -3.959344711998390665e+01
5.304912474656037213e-02 6.709287853806770840e+00 1.261655675973390345e+01 2.559449811393793425e+03 -4.026532101929542478e+03 8.703341283559168005e+03 -9.274838290725429033e+03 4.781128406870887375e+03 -8.318038884682168828e+02 -1.944442193887271881e+10 -3.959344711998390665e+01
4.448644934425838859e-01 4.941087060382461260e+00 1.263005385658861357e+01 2.535184905336032898e+03 -4.475265200087275844e+03 8.872019554308568331e+03 -8.941157560021320023e+03 4.616755952457426247e+03 -9.478358493718103546e+02 -1.754452934536129761e+10 -3.959344711998390665e+01
5.530870624062009799e-01 5.146006579228698641e+00 1.112621880960062803e+01 2.577806653302862742e+03 -4.182716182124272564e+03 8.984559314979844203e+03 -8.919124171416582612e+03 4.674761784783348048e+03 -8.159818049065260084e+02 -2.056261306719902039e+11 -3.959344711998390665e+01
1.937206206102123074e-01 7.496236053990465997e+00 1.175303885618919786e+01 2.587643753914018816e+03 -4.144280293029120912e+03 8.540379537307537248e+03 -9.356119237209577477e+03 4.312180486612507593e+03 -9.771352075088472020e+02 -4.002391012834956055e+11 -3.959344711998390665e+01
8.464606125850787643e-01 4.818527791951834338e+00 1.129525257446157838e+01 2.683528973066362141e+03 -4.028040102084230512e+03 9.013431008709507296e+03 -9.223185231194360313e+03 4.690444782897068762e+03 -8.410654333211488165e+02 -2.105709547301953125e+11 -3.959344711998390665e+01
9.521831805207054966e-01 5.244598241587077325e+00 1.150086664706815398e+01 2.695009771280700534e+03 -4.386506045575807548e+03 8.718889521683966450e+03 -8.783346282716858695e+03 4.715722727501242844e+03 -8.483044530577136584e+02 -8.878240926859246826e+10 -3.959344711998390665e+01
1.746388946898305150e-01 7.806779692662393799e+00 1.356076960492634953e+01 2.568167414933440341e+03 -4.177650091396710195e+03 8.853095597434436058e+03 -8.769768918189885881e+03 4.656315992783636830e+03 -9.079731989288891327e+02 -1.358471144424067078e+11 -3.959344711998390665e+01
